PERSON,Date,LOCATION 1,Latitude,Longitude
"Davidson, Robert",25 March 1687,Aixe,45.798624,1.138836
"Davidson, Robert",16 February 1688,Edinburgh,55.95,-3.2
"Davidson, Robert",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Davidson, Robert",13 July 1693,Paris,48.5109,2.2034
"Davidson, Robert",17 August 1693,Paris,48.5109,2.2034
"Davidson, Robert",26 October 1693,Paris,48.5109,2.2034
"Davidson, Robert",21 February 1695,Paris,48.5109,2.2034
"Davidson, Robert",28 February 1695,Paris,48.5109,2.2034
"Davidson, Robert",17 April 1695,Brussels,50.833333,4.333333
"Davidson, Robert",16 May 1695,Rotterdam,51.916667,4.5
"Davidson, Robert | Leslie, Alexander",16 August 1681,Havre de Grace,49.2702,0.0002
"de Bourges, J",19 June 1665,Paris,48.5109,2.2034
"de Cosmo, al",16 September 1677,Paris,48.5109,2.2034
De Croissy,9 September 1688,Versailles,48.803593,2.134236
de Croissy,20 May 1688,Versailles,48.803593,2.134236
"Debure, Lewis",30 October 1692,France,44.637619,0.447725
"Dempster, Father Francis",26 January 1660,Rome,41.5753,12.2708
"Dempster, Father Francis",5 April 1660,Rome,41.5753,12.2708
"Dempster, Father Francis",26 December 1660,Rome,41.5753,12.2708
"Dempster, Father Francis",30 June 1661,Rome,41.5753,12.2708
"Dempster, Father Francis",27 August 1661,Rome,41.5753,12.2708
"Dempster, Father Francis",3 August 1662,Rome,41.5753,12.2708
"Dempster, Father Francis",11 February 1692,St Germain,46.912384,2.445217
"Dempster, Father Francis",10 January 1695,Paris,48.5109,2.2034
"Dempster, Father Francis",24 January 1695,Paris,48.5109,2.2034
"Dempster, Father Francis",8 February 1695,Paris,48.5109,2.2034
"Dempster, Father Francis",14 February 1695,Paris,48.5109,2.2034
"Dempster, Father Francis",14 March 1695,Paris,48.5109,2.2034
Denoon,31 October 1695,Dunoon Castle,55.5655,-4.5522
"Devoyer, James",24 February 1687,Eriskay Island,57.0536,-7.2306
"Devoyer, James",15 April 1687,Inverness,57.466667,-4.233333
"Devoyer, James",20 May 1687,Inverness,57.466667,-4.233333
"Devoyer, James",15 June 1687,Inverness,57.466667,-4.233333
"Devoyer, James",20 August 1687,Knoydart,57.015,-5.4016
"Devoyer, James",22 March 1688,Inverness,57.466667,-4.233333
"Devoyer, James",29 March 1688,Inverness,57.466667,-4.233333
"Devoyer, James",2 September 1690,Scotland,56.4907,4.2026
"Dickson, Abbot Maurus",27 May 1676,Wurzburg,49.787778,9.936111
"Dickson, Abbot Maurus",15 August 1676,Wurzburg,49.787778,9.936111
"Dickson, Abbot Maurus",11 November 1676,Wurzburg,49.787778,9.936111
"Dickson, Abbot Maurus",6 March 1677,Wurzburg,49.787778,9.936111
Dixon,17 February 1688,London,51.514125,-0.093689
"Dixon, James",1 May 1687,Montrose,56.7,-2.45
"Dixon, James",5 January 1688,Montrose,56.7,-2.45
"Dixon, John",21 March 1687,Livorno,43.55,10.316667
"Dixon, John",10 November 1687,"Deptford, London",51.483333,-0.033333
"Dixon, Palt?",3 June 1688,Montrose,56.7,-2.45
"Donaldson, James",14 November 1679,Rome,41.5753,12.2708
"Donaldson, James",18 December 1679,Rome,41.5753,12.2708
"Donaldson, James",26 March 1680,Rome,41.5753,12.2708
"Donaldson, James",25 May 1688,Havre de Grace,49.2702,0.0002
"Donaldson, James",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Donaldson, James",31 October 1695,Enzie,-,-
"Donaldson, James",3 November 1699,Scotland,56.4907,4.2026
"Douglas, George",23 February 1698,Lyon,45.748457,4.846711
"Douglas, R",1 September 1671,Paris,48.5109,2.2034
"Douglas, R",20 September 1677,Bridgford,-,-
"Douglas, R",28 November 1679,Laon,49.563098,3.627137
"Douglas, R",14 December 1679,Laon,49.563098,3.627137
"Douglas, R",12 June 1684,Scottish Highlands,57.3723,57.3723
"Drummond, Alexander",23 March 1699,Scotland,56.4907,4.2026
"Drummond, Lord",18 February 1688,London,51.514125,-0.093689
"Drummond, Lord",18 December 1691,Rome,41.5753,12.2708
"Duelo, Father Paulo",22 May 1669,Turin,45.05,7.666667
"Dug, George",16 July 1688,Paris,48.5109,2.2034
"Dunbar, Alexander",17 December 1674,London,51.514125,-0.093689
"Dunbar, Alexander",18 January 1676,Edinburgh,55.95,-3.2
"Dunbar, Alexander",9 April 1677,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",25 April 1677,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",5 July 1677,Edinburgh,55.95,-3.2
"Dunbar, Alexander",14 October 1677,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",2 November 1677,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",27 July 1678,Edinburgh,55.95,-3.2
"Dunbar, Alexander",3 August 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",29 August 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",30 August 1678,Aberdeen,57.133333,-2.1
"Dunbar, Alexander",12 September 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",15 October 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",16 October 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",18 October 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",16 March 1679,Strathdon,57.1224,-3.0451
"Dunbar, Alexander",7 April 1679,Strathdon,57.1224,-3.0451
"Dunbar, Alexander",14 July 1679,Strathdon,57.1224,-3.0451
"Dunbar, Alexander",17 July 1679,Strathdon,57.1224,-3.0451
"Dunbar, Alexander",21 September 1679,Rotterdam,51.916667,4.5
"Dunbar, Alexander",2 October 1679,Mechelen,51.033333,4.466667
"Dunbar, Alexander",12 October 1679,Brussels,50.833333,4.333333
"Dunbar, Alexander",23 October 1679,Rotterdam,51.916667,4.5
"Dunbar, Alexander",8 November 1679,Rotterdam,51.916667,4.5
"Dunbar, Alexander",19 March 1680,Scotland,56.4907,4.2026
"Dunbar, Alexander",28 March 1680,Scotland,56.4907,4.2026
"Dunbar, Alexander",5 April 1680,Scotland,56.4907,4.2026
"Dunbar, Alexander",16 April 1680,Scotland,56.4907,4.2026
"Dunbar, Alexander",9 June 1680,Scotland,56.4907,4.2026
"Dunbar, Alexander",29 June 1680,Edinburgh,55.95,-3.2
"Dunbar, Alexander",16 July 1680,Edinburgh,55.95,-3.2
"Dunbar, Alexander",17 August 1680,Edinburgh,55.95,-3.2
"Dunbar, Alexander",8 October 1680,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Dunbar, Alexander",14 January 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",11 March 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",25 March 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",31 March 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",1 April 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",5 May 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",17 May 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",27 July 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",5 August 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",28 August 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",9 December 1681,Edinburgh,55.95,-3.2
"Dunbar, Alexander",9 September 1682,Speyside,57.2758,-3.095
"Dunbar, Alexander",31 January 1683,Edinburgh,55.95,-3.2
"Dunbar, Alexander",16 April 1683,Cranston,55.8792,-2.986
"Dunbar, Alexander",24 April 1683,Edinburgh,55.95,-3.2
"Dunbar, Alexander",25 April 1683,Edinburgh,55.95,-3.2
"Dunbar, Alexander",29 June 1683,Scotland,56.4907,4.2026
"Dunbar, Alexander",7 August 1683,Scotland,56.4907,4.2026
"Dunbar, Alexander",10 August 1683,Scotland,56.4907,4.2026
"Dunbar, Alexander",1 September 1683,Scotland,56.4907,4.2026
"Dunbar, Alexander",20 January 1684,Scotland,56.4907,4.2026
"Dunbar, Alexander",12 October 1684,London,51.514125,-0.093689
"Dunbar, Alexander",8 August 1685,London,51.514125,-0.093689
"Dunbar, Alexander",30 September 1686,Scotland,56.4907,4.2026
"Dunbar, Alexander",27 January 1687,Edinburgh,55.95,-3.2
"Dunbar, Alexander",11 April 1687,Edinburgh,55.95,-3.2
"Dunbar, Alexander",19 July 1687,Edinburgh,55.95,-3.2
"Dunbar, Alexander",8 November 1687,Edinburgh,55.95,-3.2
"Dunbar, Alexander",22 November 1687,Edinburgh,55.95,-3.2
"Dunbar, Alexander",6 May 1688,"Holyroodhouse, Edinburgh",55.573,3.0924
"Dunbar, Alexander",16 June 1688,London,51.514125,-0.093689
"Dunbar, Alexander",22 July 1688,London,51.514125,-0.093689
"Dunbar, Alexander",30 August 1688,London,51.514125,-0.093689
"Dunbar, Alexander",23 January 1689,Edinburgh,55.95,-3.2
"Dunbar, Alexander",15 February 1689,Edinburgh,55.95,-3.2
"Dunbar, Alexander",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Dunbar, Alexander",1 October 1691,Fochabers,57.616667,-3.083333
"Dunbar, Alexander",21 January 1692,Scotland,56.4907,4.2026
"Dunbar, Alexander",25 February 1692,Scotland,56.4907,4.2026
"Dunbar, Alexander",11 March 1692,Scotland,56.4907,4.2026
"Dunbar, Alexander",7 April 1693,Scotland,56.4907,4.2026
"Dunbar, Alexander",16 July 1694,Elgin,57.65,-3.333333
"Dunbar, Alexander",23 March 1695,Elgin,57.65,-3.333333
"Dunbar, Alexander",29 April 1695,Elgin,57.65,-3.333333
"Dunbar, Alexander",12 August 1695,Elgin,57.65,-3.333333
"Dunbar, Alexander",23 July 1697,Banff,57.413,-2.305
"Dunbar, Alexander",17 October 1697,Scotland,56.4907,4.2026
"Dunbar, Alexander",13 November 1697,Scotland,56.4907,4.2026
"Dunbar, Alexander",9 December 1697,Scotland,56.4907,4.2026
"Dunbar, Alexander",6 April 1699,Scotland,56.4907,4.2026
"Dunbar, Alexander | Gordon, George",27 September 1688,London,51.514125,-0.093689
"Dunbar, Father Erhart",14 January 1698,Ratisbone,49.0118,12.0536
"Dunbar, James",14 October 1677,"Orkney, Scotland",58.3312,-4.4432
"Dunbar, Lord Argyle",26 April 1688,Rome,41.5753,12.2708
Duncan,16 December 1679,Scotland,56.4907,4.2026
Duncan,12 June 1684,Scottish Highlands,57.3723,57.3723
Duncan,31 October 1695,Scotland,56.4907,4.2026
"Ellis, Bishop",8 May 1694,Castel Gandolfo,41.413,12.393
"English, Father Placid",25 February 1675,"Lambspringe Abbey, Germany",51.5923,10.0837
"English, Father Placid",18 April 1675,"Lambspringe Abbey, Germany",51.5923,10.0837
"English, Gilbert",9 April 1668,Douai,50.2509,3.1121
"Enslie, Joseph",16 July 1694,Ghent,51.05,3.716667
Ernault,15 May 1677,Rouen,49.433333,1.083333
Ernault,18 December 1677,Roen,-,-
Ernault,25 July 1680,Rouen,49.433333,1.083333
Ernault,26 July 1680,Rouen,49.433333,1.083333
"Everard, William",22 February 1693,Rome,41.5753,12.2708
"Falcone, George",20 August 1689,Ratisbone,49.0118,12.0536
"Falconi, Lorento",24 December 1678,Rome,41.5753,12.2708
Farquhar,24 April 1683,Scotland,56.4907,4.2026
"Father Joseph, Prior of Benedictines",24 March 1679,Douai,50.2509,3.1121
Firatello,28 October 1681,Paris,48.5109,2.2034
"Fleming, Abbot Placidus",15 December 1676,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",16 May 1678,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",28 June 1678,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",27 December 1678,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",24 October 1679,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",7 January 1681,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",1 April 1681,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",14 April 1682,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",22 September 1682,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",8 December 1682,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",12 February 1686,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",1 January 1687,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",8 January 1687,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",21 January 1687,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",8 July 1687,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",22 July 1687,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",21 August 1687,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",25 March 1688,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",6 April 1688,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",10 April 1688,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",6 July 1688,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",13 July 1688,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",8 December 1688,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",25 January 1689,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",22 February 1689,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",9 May 1689,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",21 May 1689,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",20 August 1689,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",31 July 1691,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",22 December 1693,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",6 July 1694,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",19 October 1694,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",5 June 1696,Ratisbone,49.0118,12.0536
"Fleming, Abbot Placidus",9 September 1696,Wurzburg,49.787778,9.936111
"Fleming, Abbot Placidus",18 September 1696,Ratisbone,49.0118,12.0536
"Fontaine, Charles",3 May 1675,Paris,48.5109,2.2034
"Forbes, Father James",7 June 1664,Pistoia,43.916667,10.9
"Forbes, Father James",6 February 1666,Pistoia,43.916667,10.9
"Forbes, Father James",6 January 1667,Douai,50.2509,3.1121
"Forbes, Father James",11 July 1668,Pistoia,43.916667,10.9
"Forbes, Father James",8 July 1672,Aberdeen,57.133333,-2.1
"Forbes, Father James",27 December 1673,Rome,41.5753,12.2708
"Forbes, Father James",18 August 1689,Douai,50.2509,3.1121
"Forbes, Father James",20 September 1690,Douai,50.2509,3.1121
"Forbes, Father James",9 August 1692,St Germain,46.912384,2.445217
"Forbes, Father James",19 December 1692,Douai,50.2509,3.1121
"Forbes, Father James",19 January 1694,Douai,50.2509,3.1121
"Forbes, Father James",25 June 1694,Douai,50.2509,3.1121
"Forbes, Father James",5 September 1699,Rome,41.5753,12.2708
"Forbes, Thomas",19 February 1660,Rome,41.5753,12.2708
"Forbes, Thomas",7 October 1672,Rome,41.5753,12.2708
"Forbes, Thomas",26 January 1684,Rome,41.5753,12.2708
"Forbes, Thomas",6 June 1692,Rome,41.5753,12.2708
"Forbes, Thomas",15 December 1692,Rome,41.5753,12.2708
"Forbes, William",29 September 1691,London,51.514125,-0.093689
"Forbes, William",6 June 1692,London,51.514125,-0.093689
"Fordyne, Robert",1 October 1680,Aboyne,57.083333,-2.833333
Fraser,19 November 1696,Scottish Highlands,57.3723,57.3723
Fraser,1 January 1697,Paris,48.5109,2.2034
"Gonzalez, Thyrsus, Jesuit General",26 February 1689,Rome,41.5753,12.2708
Gordon,27 December 1673,Cologne,50.933333,6.95
Gordon,22 October 1678,Beldorney,57.4161,-2.9522
Gordon,26 July 1683,Scotland,56.4907,4.2026
Gordon,10 October 1699,Paris,48.5109,2.2034
"Gordon, Ann",18 October 1678,Beldorney,57.4161,-2.9522
"Gordon, Ann",9 May 1679,Beldorney,57.4161,-2.9522
"Gordon, Dr.",14 April 1699,Collège de Boncourt,-,-
"Gordon, Duchess Elizabeth",9 April 1677,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, Duchess Elizabeth",10 August 1686,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, Duchess Elizabeth",6 March 1687,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, Father Adam",28 May 1660,Douai,50.2509,3.1121
"Gordon, Father Adam",28 July 1664,Douai,50.2509,3.1121
"Gordon, Father Adam",14 December 1664,Douai,50.2509,3.1121
"Gordon, Father Adam",22 February 1667,Douai,50.2509,3.1121
"Gordon, Father Adam",29 January 1668,Douai,50.2509,3.1121
"Gordon, Father Adam",24 February 1668,Douai,50.2509,3.1121
"Gordon, Father Alexander",6 March 1661,Paris,48.5109,2.2034
"Gordon, Father Alexander",21 April 1661,Paris,48.5109,2.2034
"Gordon, Father Alexander",26 May 1683,Louvain,50.883333,4.7
"Gordon, Father Alexander",8 March 1687,Achintoull,58.266667,-3.916667
"Gordon, Father Alexander",2 March 1690,Paris,48.5109,2.2034
"Gordon, Father Alexander",5 September 1691,Bologna,44.483333,11.333333
"Gordon, Father Alexander",16 February 1692,Paris,48.5109,2.2034
"Gordon, Father Alexander",5 April 1692,Paris,48.5109,2.2034
"Gordon, Father Alexander",12 May 1692,Paris,48.5109,2.2034
"Gordon, Father Alexander",31 October 1695,Huntly,-,-
"Gordon, Father Augustin",6 June 1691,Subiaco,41.0509,13.0624
"Gordon, Father Augustin",27 August 1691,Subiaco,41.0509,13.0624
"Gordon, Father Augustin",23 October 1691,Subiaco,41.0509,13.0624
"Gordon, Father Augustin",26 February 1692,Ratisbone,49.0118,12.0536
"Gordon, George",18 January 1676,Paris,48.5109,2.2034
"Gordon, George",5 January 1677,Edinburgh,55.95,-3.2
"Gordon, George",3 July 1677,Edinburgh,55.95,-3.2
"Gordon, George",2 January 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, George",16 October 1678,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, George",1 July 1680,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, George",11 July 1680,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, George",8 October 1680,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, George",27 February 1681,Edinburgh,55.95,-3.2
"Gordon, George",15 March 1681,Scottish Highlands,57.3723,57.3723
"Gordon, George",26 September 1681,Antwerp,51.216667,4.416667
"Gordon, George",15 December 1681,Aberdeen,57.133333,-2.1
"Gordon, George",2 March 1683,Scotland,56.4907,4.2026
"Gordon, George",24 April 1683,Edinburgh,55.95,-3.2
"Gordon, George",1 May 1683,Edinburgh,55.95,-3.2
"Gordon, George",11 May 1683,Scotland,56.4907,4.2026
"Gordon, George",18 May 1683,Edinburgh,55.95,-3.2
"Gordon, George",19 May 1683,Scotland,56.4907,4.2026
"Gordon, George",30 May 1683,Edinburgh,55.95,-3.2
"Gordon, George",2 June 1683,Scotland,56.4907,4.2026
"Gordon, George",12 June 1683,Scotland,56.4907,4.2026
"Gordon, George",28 June 1683,Scottish Highlands,57.3723,57.3723
"Gordon, George",3 July 1683,Scotland,56.4907,4.2026
"Gordon, George",26 July 1683,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Gordon, George",6 December 1683,Edinburgh,55.95,-3.2
"Gordon, George",28 February 1684,Scotland,56.4907,4.2026
"Gordon, George",12 June 1684,Edinburgh,55.95,-3.2
"Gordon, George",12 June 1684,Scotland,56.4907,4.2026
"Gordon, George",22 November 1684,Scotland,56.4907,4.2026
"Gordon, George",30 November 1684,Scotland,56.4907,4.2026
"Gordon, George",30 November 1685,London,51.514125,-0.093689
"Gordon, George",11 April 1687,Edinburgh,55.95,-3.2
"Gordon, George",12 April 1687,Edinburgh,55.95,-3.2
"Gordon, George",26 September 1687,Edinburgh,55.95,-3.2
"Gordon, George",5 April 1688,London,51.514125,-0.093689
"Gordon, George",30 August 1688,Edinburgh,55.95,-3.2
"Gordon, George",20 June 1690,Scotland,56.4907,4.2026
"Gordon, George",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Gordon, George",13 July 1693,Paris,48.5109,2.2034
"Gordon, George",17 August 1693,Paris,48.5109,2.2034
"Gordon, George",26 October 1693,Paris,48.5109,2.2034
"Gordon, George",3 November 1699,Rome,41.5753,12.2708
"Gordon, George",2 December 1699,Scotland,56.4907,4.2026
"Gordon, George | Gordon, Duchess Elizabeth",5 January 1677,Edinburgh,55.95,-3.2
"Gordon, George | Gordon, Duchess Elizabeth",23 September 1688,Windsor,51.483333,-0.6
"Gordon, James",9 March 1691,Paris,48.5109,2.2034
"Gordon, James of Glastirim",2 November 1677,Scotland,56.4907,4.2026
"Gordon, James of Glastirim",29 August 1678,Paris,48.5109,2.2034
"Gordon, James of Glastirim",21 January 1692,Paris,48.5109,2.2034
"Gordon, James of Glastirim",28 January 1692,Paris,48.5109,2.2034
"Gordon, James of Glastirim",17 March 1692,Paris,48.5109,2.2034
"Gordon, James of Glastirim",12 May 1692,Paris,48.5109,2.2034
"Gordon, James of Glastirim",31 October 1695,Enzie,-,-
"Gordon, James of Glastirim",13 November 1697,Scotland,56.4907,4.2026
"Gordon, John",14 May 1679,Beldorney,57.4161,-2.9522
"Gordon, John",24 July 1679,Letterfourie,57.633333,-2.9
"Gordon, John",27 July 1679,Letterfourie,57.633333,-2.9
"Gordon, John",7 April 1681,Rouen,49.433333,1.083333
"Gordon, John",9 April 1681,Rouen,49.433333,1.083333
"Gordon, John",20 November 1684,London,51.514125,-0.093689
"Gordon, John",9 December 1684,London,51.514125,-0.093689
"Gordon, John",3 January 1685,London,51.514125,-0.093689
"Gordon, John",10 February 1685,London,51.514125,-0.093689
"Gordon, Mistress",23 March 1692,Paris,48.5109,2.2034
"Gordon, P",30 January 1684,Glastirim,57.313,2.464
"Gordon, Patrick",19 October 1678,Glastirim,57.313,2.464
"Gordon, Patrick",18 July 1679,Glastirim,57.313,2.464
"Gordon, Patrick",4 June 1688,Glastirim,57.313,2.464
"Gordon, Patrick",24 June 1692,Rome,41.5753,12.2708
"Gordon, Robert",9 December 1693,Bologna,44.483333,11.333333
"Grant, Widow",18 December 1677,Middelburg,51.50036,3.612964
"Gray, J",21 March 1665,Vaison,-,-
"Gray, J",25 April 1665,Vaison,-,-
"Gray, Robert",25 April 1665,Vaison,-,-
Grisie,25 February 1692,Rotterdam,51.916667,4.5
"Guthrie, David",27 July 1677,Reinberg,53.683333,13.15
"Guthrie, David",23 August 1677,Edinburgh,55.95,-3.2
"Guthrie, David",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Guthrie, David",31 October 1695,Arbroath,56.3215,-2.3334
"Hall, David",28 April 1689,Paris,48.5109,2.2034
"Hall, Ja",19 November 1697,Montrose,56.7,-2.45
"Hannat, Jacques",23 October 1687,London,51.514125,-0.093689
"Hannat, Jacques",2 September 1690,Scotland,56.4907,4.2026
"Hay, Abbot Rillé",23 May 1683,Rillé,47.452232,0.248681
"Hay, Andrew",3 February 1680,Edinburgh,55.95,-3.2
"Hay, Andrew",10 February 1680,Edinburgh,55.95,-3.2
"Hay, Andrew",19 April 1680,Edinburgh,55.95,-3.2
"Hay, Andrew",25 June 1680,Edinburgh,55.95,-3.2
"Hay, Andrew",7 April 1681,Edinburgh,55.95,-3.2
"Hay, Andrew",2 June 1681,Edinburgh,55.95,-3.2
"Hay, Andrew",17 June 1681,Edinburgh,55.95,-3.2
"Hay, Andrew",12 August 1681,Edinburgh,55.95,-3.2
"Hay, Andrew",25 October 1681,Edinburgh,55.95,-3.2
"Hay, Andrew",27 November 1681,Edinburgh,55.95,-3.2
"Hay, Andrew",9 April 1683,Edinburgh,55.95,-3.2
"Hay, Andrew",29 July 1683,Edinburgh,55.95,-3.2
"Hay, Andrew",13 July 1687,Edinburgh,55.95,-3.2
"Hay, Andrew",27 July 1687,Edinburgh,55.95,-3.2
"Hay, Andrew",30 August 1687,Edinburgh,55.95,-3.2
"Hay, Andrew",8 December 1687,Edinburgh,55.95,-3.2
"Hay, Andrew",30 August 1688,Edinburgh,55.95,-3.2
"Hay, Father R",24 February 1687,Roslin Castle,55.51,3.0925
"Hay, Father R",8 February 1688,Roslin,55.4934,-3.1149
"Hay, Richard",24 July 1677,Paris,48.5109,2.2034
"Hebrune, Father John",3 August 1662,Paris,48.5109,2.2034
"Howard, B",5 May 1662,Padua,45.24,11.5307
"Howard, Cardinal Philip",21 July 1666,Bologna,44.483333,11.333333
"Howard, Cardinal Philip",4 October 1666,Turin,45.05,7.666667
"Howard, Cardinal Philip",28 July 1675,Antwerp,51.216667,4.416667
"Howard, Cardinal Philip",16 May 1678,Rome,41.5753,12.2708
"Howard, Cardinal Philip",16 January 1683,Rome,41.5753,12.2708
"Howard, Cardinal Philip",3 February 1683,Rome,41.5753,12.2708
"Howard, Cardinal Philip",20 January 1684,Rome,41.5753,12.2708
"Howard, Cardinal Philip",5 December 1684,Rome,41.5753,12.2708
"Howard, Cardinal Philip",30 June 1685,Rome,41.5753,12.2708
"Howard, Cardinal Philip",15 January 1687,Rome,41.5753,12.2708
"Howard, Cardinal Philip",2 September 1688,Rome,41.5753,12.2708
"Howard, Cardinal Philip",18 January 1689,Rome,41.5753,12.2708
"Howard, Cardinal Philip",11 March 1692,Rome,41.5753,12.2708
"Howard, Cardinal Philip",25 November 1692,Rome,41.5753,12.2708
"Howard, Cardinal Philip",24 February 1693,Rome,41.5753,12.2708
"Howard, Cardinal Philip",15 April 1693,Rome,41.5753,12.2708
"Howard, Henry",11 January 1667,London,51.514125,-0.093689
"Howard, Henry",6 June 1667,Whitehall,51.3014,0.0756
"Howard, Lady Frances",9 April 1677,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Howard, Mary of Norfolk",17 February 1698,London,51.514125,-0.093689
"Hume, Alexander",1 May 1695,Rome,41.5753,12.2708
"Hume, Alexander",27 August 1695,Rome,41.5753,12.2708
"Hume, Alexander's wife",27 August 1695,Berwick Upon Tweed,55.783333,-2
"Huntly, Elizabeth",28 October 1681,Paris,48.5109,2.2034
"Hylt, Charles",31 October 1692,France,44.637619,0.447725
"Ingles, James",12 July 1691,Soignies,50.583333,4.066667
Innes Lewis,26 August 1680,Paris,48.5109,2.2034
"Innes, Charles",27 February 1680,Edinburgh,55.95,-3.2
"Innes, Charles",9 December 1681,Edinburgh,55.95,-3.2
"Innes, Charles",24 May 1683,Scotland,56.4907,4.2026
"Innes, Father James",24 March 1679,Douai,50.2509,3.1121
"Innes, Father James",28 September 1680,Douai,50.2509,3.1121
"Innes, Father James",31 March 1683,Lille,50.632971,3.058585
"Innes, Father James",18 July 1683,Douai,50.2509,3.1121
"Innes, Father James",7 October 1683,Lille,50.632971,3.058585
"Innes, Father James",10 November 1683,Lille,50.632971,3.058585
"Innes, Father James",22 January 1684,Armentières,48.684037,0.816027
"Innes, Father James",2 November 1684,Douai,50.2509,3.1121
"Innes, Father James",6 November 1684,St Quentin,48.617635,3.749137
"Innes, Father James",28 April 1694,Douai,50.2509,3.1121
"Innes, Father James",29 August 1694,Douai,50.2509,3.1121
"Innes, Francis",22 April 1681,Aberdeen,57.133333,-2.1
"Innes, Francis",3 May 1681,Aberdeen,57.133333,-2.1
"Innes, George",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Innes, Jean",18 May 1680,Edinburgh,55.95,-3.2
"Innes, John",1 December 1679,Aberdeen,57.133333,-2.1
"Innes, John",27 December 1680,Nivelles,50.3556,4.062
"Innes, John",3 July 1689,Douai,50.2509,3.1121
