Date,Start Date,End Date,Origin City,Origin Latitude,Origin Longitude,Destination City,Destination Latitude,Destination Longitude,Sender,Recipient,Notes
9 March 1683,-79188,-79188,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Leslie, Don Gulielmo",-
9 March 1685,-78457,-78457,Florence,43.766667,11.25,Rome,41.5753,12.2708,"Adamson, John","Leslie, Walter Lorenzo",-
9 March 1688,-77361,-77361,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Nicolson, Thomas","Whyteford, Charles",-
9 March 1691,-76266,-76266,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Gordon, James",Adamson,-
9 March 1693,-75535,-75535,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Nicol, James","Leslie, Don Gulielmo",-
9 March 1694,-75170,-75170,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Innes, Walter","Whyteford, Charles",-
9 May 1678,-80953,-80953,London,51.514125,-0.093689,Paris,48.5109,2.2034,J.S.,"Barclay, Robert",-
9 May 1679,-80588,-80588,Beldorney,57.4161,-2.9522,Paris,48.5109,2.2034,"Gordon, Ann","Barclay, Robert",-
9 May 1689,-76935,-76935,Ratisbone,49.0118,12.0536,Rome,41.5753,12.2708,"Fleming, Abbot Placidus","Leslie, Don Gulielmo",-
9 November 1678,-80769,-80769,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Lossini, Mariano","Leslie, Don Gulielmo",-
9 November 1696,-74194,-74194,Scotland,56.4907,4.2026,Rome,41.5753,12.2708,"Leslie, Alexander","Leslie, Don Gulielmo",have not yet seen Nicolson
9 November 1696,-74194,-74194,Scotland,56.4907,4.2026,Rome,41.5753,12.2708,"Strachan, Robert Francis",Adamson,Strachan alias: Francis Scott
9 November 1696,-74194,-74194,Scotland,56.4907,4.2026,Rome,41.5753,12.2708,"Strachan, Robert Francis","William, Dr.",Strachan alias: Francis Scott
9 October 1678,-80800,-80800,Montrose,56.7,-2.45,Paris,48.5109,2.2034,"Leslie, Alexander","Burnet, David",Leslise alias Hard boots
9 September 1676,-81560,-81560,Subiaco,41.0509,13.0624,-,-,-,"Chalmers, Father Athanasius",-,-
9 September 1677,-81195,-81195,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Burnet, David","Leslie, Don Gulielmo",-
9 September 1682,-79369,-79369,Speyside,57.2758,-3.095,Rome,41.5753,12.2708,"Dunbar, Alexander","Leslie, Don Gulielmo","Dunbar alias, Alexander Winchester"
9 September 1683,-79004,-79004,Florence,43.766667,11.25,Rome,41.5753,12.2708,"MacDonald, Father Francis","Leslie, Don Gulielmo",-
9 September 1688,-77177,-77177,Versailles,48.803593,2.134236,Paris,48.5109,2.2034,De Croissy,"Innes, Lewis",-
9 September 1692,-75716,-75716,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
9 September 1694,-74986,-74986,Dunkirk,51.05,2.366667,St Germain,46.912384,2.445217,"Nicolson, Thomas","Innes, Lewis",-
9 September 1694,-74986,-74986,Paris,48.5109,2.2034,Paris,48.5109,2.2034,Talon,"Innes, Lewis",-
10 April 1677,-81347,-81347,Paris,48.5109,2.2034,Paris,48.5109,2.2034,"Conne, Patrick","Leslie, Don Gulielmo",-
10 April 1688,-77329,-77329,Ratisbone,49.0118,12.0536,-,-,-,"Fleming, Abbot Placidus",-,-
10 August 1683,-79034,-79034,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
10 August 1683,-79034,-79034,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Innes, Lewis",Burnet alias David Lawrence
10 August 1683,-79034,-79034,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Innes, Lewis","Burnet alias, Mr Lawrence"
10 August 1683,-79034,-79034,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Dunbar, Alexander","Innes, Lewis",-
10 August 1686,-77938,-77938,"Gordon Castle, alias Bogue",57.3723,-3.0514,Rome,41.5753,12.2708,"Gordon, Duchess Elizabeth","Leslie, Don Gulielmo",-
10 August 1689,-76842,-76842,Dublin,53.3330556,-6.2488889,-,-,-,Nairne,-,-
10 August 1694,-75016,-75016,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Innes, Lewis",-
10 December 1682,-79277,-79277,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Innes, Walter","Innes, Lewis",-
10 December 1683,-78912,-78912,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Leslie, Don Gulielmo",-
10 December 1685,-78181,-78181,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
10 December 1687,-77451,-77451,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
10 December 1688,-77085,-77085,London,51.514125,-0.093689,Rome,41.5753,12.2708,"Conne, Patrick",Jesuit Provincial,-
10 December 1688,-77085,-77085,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles","Burnet alias, David Lawrence"
10 December 1690,-76355,-76355,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick",Principe di Palestrine,-
10 February 1680,-80311,-80311,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Hay, Andrew","Barclay, Robert",-
10 February 1683,-79215,-79215,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Mouat, James","Conne, Patrick",-
10 February 1685,-78484,-78484,Paris,48.5109,2.2034,London,51.514125,-0.093689,"Innes, Lewis","Gordon, John",-
10 February 1687,-77754,-77754,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
10 January 1676,-81803,-81803,Paris,48.5109,2.2034,-,-,-,"Irvine, Christopher",-,-
10 January 1679,-80707,-80707,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
10 January 1683,-79246,-79246,Bornheim,50.133333,8.716667,Rome,41.5753,12.2708,"Johnston, Father Tomas","Leslie, Don Gulielmo",-
10 January 1695,-74863,-74863,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Dempster, Father Francis","Leslie, Don Gulielmo",-
10 January 1695,-74863,-74863,Paris,48.5109,2.2034,Rotterdam,51.916667,4.5,"Compigny, Pierre de","Wallace, John",Wallace alias: J Paterson
10 January 1695,-74863,-74863,Rotterdam,51.916667,4.5,Paris,48.5109,2.2034,"Wallace, John","Compigny, Pierre de",-
10 January 1695,-74863,-74863,-,-,-,Rome,41.5753,12.2708,"Davidson, Robert","Leslie, Don Gulielmo",Walter Leslie died
10 July 1666,-85274,-85274,Florence,43.766667,11.25,Rome,41.5753,12.2708,-,Martinelli,-
10 July 1694,-75047,-75047,Dunkirk,51.05,2.366667,Paris,48.5109,2.2034,"Nicol, James","Whyteford, Charles",-
10 June 1679,-80556,-80556,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
10 June 1688,-77268,-77268,Rotterdam,51.916667,4.5,London,51.514125,-0.093689,-,"Innes, Lewis",-
10 March 1685,-78456,-78456,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
10 March 1685,-78456,-78456,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Gordon, John",-
10 March 1687,-77726,-77726,"Santa Marinella, Rome",42.0719,11.4303,Rome,41.5753,12.2708,"Jameson, John Paul","Leslie, Walter Lorenzo",-
10 May 1683,-79126,-79126,Pisa,43.716667,10.383333,Rome,41.5753,12.2708,"Abercromby, Father John Francis","Leslie, Don Gulielmo",-
10 May 1684,-78760,-78760,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Davidson, Robert","Whyteford, Charles",-
10 May 1684,-78760,-78760,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",arrived in London and stays until 22 May
10 May 1686,-78030,-78030,Livorno,43.55,10.316667,Rome,41.5753,12.2708,Scott,"Leslie, Don Gulielmo",-
10 November 1683,-78942,-78942,Lille,50.632971,3.058585,Paris,48.5109,2.2034,"Innes, Father James","Innes, Lewis",-
10 November 1683,-78942,-78942,Paris,48.5109,2.2034,Bourgignon,47.28,6.4845,"Innes, Lewis","Ramsay, Curé de Bourgignon",-
10 November 1687,-77481,-77481,"Deptford, London",51.483333,-0.033333,Rome,41.5753,12.2708,"Dixon, John","Leslie, Don Gulielmo",-
10 October 1661,-87008,-87008,-,-,-,Rome,41.5753,12.2708,"McGhie, Father Andrew","Talbot, Father Gilbert",-
10 October 1685,-78242,-78242,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Gordon, George, Duke of Gordon/Marquess Huntly",-
10 October 1685,-78242,-78242,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Hay, Andrew",-
10 October 1699,-73129,-73129,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Adamson, George","Leslie, Don Gulielmo",Leslie is Procurator of the Scottish Mission in rome
11 April 1687,-77694,-77694,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David and Gordon, George, Duke of Gordon/Marquess Huntly and Strachan, Robert Francis","Innes, Lewis and Whyteford, Charles",-
11 April 1687,-77694,-77694,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Dunbar, Alexander","Innes, Lewis","Irvine, son of Dr. Irvine"
11 April 1691,-76233,-76233,Rome,41.5753,12.2708,St Germain,46.912384,2.445217,"Melfort, Lady","Innes, Lewis",-
11 August 1683,-79033,-79033,Subiaco,41.0509,13.0624,Rome,41.5753,12.2708,"Chalmers, Father Athanasius","Leslie, Don Gulielmo",-
11 August 1684,-78667,-78667,Leith,55.95,-3.166667,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
11 August 1692,-75745,-75745,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
11 December 1686,-77815,-77815,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Melfort, Lord",-
11 December 1688,-77084,-77084,-,-,-,Paris,48.5109,2.2034,-,"Innes, Lewis",-
11 February 1685,-78483,-78483,Paris,48.5109,2.2034,St Quentin,48.617635,3.749137,"Innes, Lewis","Leslie, George",-
11 February 1685,-78483,-78483,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Hay, Abbot Rillé",-
11 February 1692,-75927,-75927,Pisa,43.716667,10.383333,Rome,41.5753,12.2708,"Abercromby, Father John Francis","Leslie, Don Gulielmo",-
11 February 1692,-75927,-75927,St Germain,46.912384,2.445217,-,-,-,"Dempster, Father Francis",-,"Dempster alias, Monnoet"
11 January 1667,-85089,-85089,London,51.514125,-0.093689,-,-,-,"Howard, Charles",-,-
11 January 1684,-78880,-78880,Paris,48.5109,2.2034,Douai,50.2509,3.1121,"Innes, Lewis","Leslie, William",Abbot Leslie?
11 January 1684,-78880,-78880,Paris,48.5109,2.2034,St Quentin,48.617635,3.749137,"Innes, Lewis","Leslie, George",-
11 January 1688,-77419,-77419,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles","Burnet alias, David Lawrence"
11 January 1695,-74862,-74862,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Innes, Walter","Innes, Lewis",William Leslie named Procurator in Rome by Bishop Nicholson
11 July 1668,-84542,-84542,Pistoia,43.916667,10.9,Rome,41.5753,12.2708,"Forbes, Father James","McGhie, Father Andrew",-
11 July 1680,-80159,-80159,"Gordon Castle, alias Bogue",57.3723,-3.0514,Paris,48.5109,2.2034,"Gordon, George, Duke of Gordon/Marquess Huntly","Innes, Lewis",Gordon alias Bannockburn
11 July 1691,-76142,-76142,Paris,48.5109,2.2034,St Germain,46.912384,2.445217,"Whyteford, Charles","Innes, Lewis",-
11 June 1681,-79824,-79824,St Quentin,48.617635,3.749137,-,-,-,"Leslie, George",-,-
11 June 1684,-78728,-78728,Edinburgh,55.95,-3.2,-,-,-,"Innes, Lewis and Irvine, John","Whyteford, Charles",-
11 June 1688,-77267,-77267,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
11 June 1694,-75076,-75076,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Wilson, James","Whyteford, Charles",-
11 March 1681,-79916,-79916,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Dunbar, Alexander","Barclay, Robert",-
11 March 1681,-79916,-79916,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
11 March 1687,-77725,-77725,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
11 March 1692,-75898,-75898,Italy,41.87194,12.56738,Rome,41.5753,12.2708,"Wallace, John","Leslie, Don Gulielmo",-
11 March 1692,-75898,-75898,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Howard, Cardinal Philip","Innes, Lewis",-
11 March 1692,-75898,-75898,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
11 March 1692,-75898,-75898,Rome,41.5753,12.2708,-,-,-,"Leslie, Walter Lorenzo","Thomson, Mr",-
11 May 1683,-79125,-79125,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David and Gordon, George, Duke of Gordon/Marquess Huntly","Innes, Lewis",-
11 May 1688,-77298,-77298,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
11 May 1694,-75107,-75107,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
11 November 1676,-81497,-81497,Wurzburg,49.787778,9.936111,Rome,41.5753,12.2708,"Dickson, Abbot Maurus","Leslie, Don Gulielmo",-
11 November 1687,-77480,-77480,Havre de Grace,49.2702,0.0002,Paris,48.5109,2.2034,"Nicolson, Thomas","Whyteford, Charles",-
11 November 1688,-77114,-77114,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles","Burnet alias, David Lawrence"
11 November 1688,-77114,-77114,Edinburgh,55.95,-3.2,-,-,-,"Burnet, David","Innes, Lewis","Burnet alias, David Lawrence"
11 October 1689,-76780,-76780,Paris,48.5109,2.2034,-,-,-,"Lagny, Dr",-,-
11 October 1689,-76780,-76780,-,-,-,Paris,48.5109,2.2034,"Lagny, Dr","Innes, Lewis",-
12 April 1675,-82076,-82076,Padua,45.24,11.5307,Edinburgh,55.95,-3.2,"Irvine, Christopher","Irvine, Dr.",Chsitopher is the son of recipient
12 April 1687,-77693,-77693,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Gordon, George, Duke of Gordon/Marquess Huntly","Whyteford, Charles",-
12 April 1687,-77693,-77693,-,-,-,Paris,48.5109,2.2034,Brown,"Whyteford, Charles",-
12 August 1672,-83049,-83049,Paris,48.5109,2.2034,-,-,-,"Conne, Patrick",-,-
12 August 1681,-79762,-79762,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Hay, Andrew","Barclay, Robert",-
12 August 1682,-79397,-79397,Subiaco,41.0509,13.0624,-,-,-,"Chalmers, Father Athanasius",-,-
12 August 1687,-77571,-77571,Florence,43.766667,11.25,Rome,41.5753,12.2708,"Sargeant, Francis","Leslie, Walter Lorenzo",-
12 August 1695,-74649,-74649,Elgin,57.65,-3.333333,-,-,-,"Dunbar, Alexander",-,"Dunbar alias, Peter Gray"
12 December 1680,-80005,-80005,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
12 December 1687,-77449,-77449,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Jameson, John Paul","Whyteford, Charles",-
12 December 1689,-76718,-76718,Dublin,53.3330556,-6.2488889,Paris,48.5109,2.2034,"Buchan, General Thomas","Innes, Lewis",-
12 December 1689,-76718,-76718,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Whyteford, Charles and Leslie, Andrew","Leslie, Don Gulielmo",-
12 December 1690,-76353,-76353,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Barberino, Cardinal Charles",-
12 February 1686,-78117,-78117,Ratisbone,49.0118,12.0536,Rome,41.5753,12.2708,"Fleming, Abbot Placidus","McGhie, Father Andrew",-
12 February 1692,-75926,-75926,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
12 January 1684,-78879,-78879,Paris,48.5109,2.2034,Scotland,56.4907,4.2026,"Innes, Lewis","Irvine, John","Irvine alias, Cabrach"
12 January 1685,-78513,-78513,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Innes, Father James",-
12 January 1688,-77418,-77418,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
12 July 1687,-77602,-77602,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Perth, Lord","Whyteford, Charles",-
12 July 1691,-76141,-76141,Soignies,50.583333,4.066667,Paris,48.5109,2.2034,"Ingles, James",Murray,-
12 June 1678,-80919,-80919,Moidart,56.82,-5.696,Paris,48.5109,2.2034,"Munro, Robert","Barclay, Robert",-
12 June 1678,-80919,-80919,Moidart,56.82,-5.696,Paris,48.5109,2.2034,"Munro, Robert","Burnet, David",-
12 June 1679,-80554,-80554,Bordeaux,44.840439,-0.5805,Paris,48.5109,2.2034,"Roberson, Amader","Burnet, David",-
12 June 1683,-79093,-79093,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Gordon, George, Duke of Gordon/Marquess Huntly and MacDonald, A","Innes, Lewis?",-
12 June 1684,-78727,-78727,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
12 June 1684,-78727,-78727,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Gordon, George, Duke of Gordon/Marquess Huntly","Whyteford, Charles",-
12 March 1680,-80280,-80280,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
12 March 1681,-79915,-79915,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Alexander","Innes, Lewis",-
12 March 1685,-78454,-78454,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","McGhie, Father Andrew",-
12 March 1694,-75167,-75167,London,51.514125,-0.093689,Rome,41.5753,12.2708,Thomson,"Leslie, Don Gulielmo",-
12 May 1692,-75836,-75836,Leghorn,43.55,10.316667,Rome,41.5753,12.2708,"Innes, Walter","Leslie, Walter Lorenzo",-
12 May 1692,-75836,-75836,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Gordon, James of Glastirim","Leslie, Don Gulielmo",-
12 May 1692,-75836,-75836,Paris,48.5109,2.2034,-,-,-,"Gordon, Father Alexander",-,-
12 May 1694,-75106,-75106,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Innes, Walter Lorenzo","Whyteford, Charles",-
12 November 1678,-80766,-80766,Padua,45.24,11.5307,Pesaro,43.9,12.916667,"Bannerman, Robert","Leslie, Don Gulielmo",-
12 November 1685,-78209,-78209,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Gordon, Lady Mary",-
12 November 1687,-77479,-77479,Havre de Grace,49.2702,0.0002,Paris,48.5109,2.2034,"Jameson, John Paul","Whyteford, Charles",-
12 November 1691,-76018,-76018,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Thomson, James","Leslie, Don Gulielmo",-
12 November 1693,-75287,-75287,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Wilson, James","Whyteford, Charles",-
12 November 1694,-74922,-74922,Dunkirk,51.05,2.366667,Paris,48.5109,2.2034,"Nicolson, Thomas","Whyteford, Charles",-
12 November 1697,-73826,-73826,Aberdeen,57.133333,-2.1,Paris,48.5109,2.2034,"Jameson, John Paul","Compigny, Pierre de",-
12 October 1679,-80432,-80432,Brussels,50.833333,4.333333,Paris,48.5109,2.2034,"Dunbar, Alexander","Barclay, Robert",-
12 October 1684,-78605,-78605,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Dunbar, Alexander","Whyteford, Charles",-
12 October 1694,-74953,-74953,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
12 September 1678,-80827,-80827,"Gordon Castle, alias Bogue",57.3723,-3.0514,Paris,48.5109,2.2034,"Dunbar, Alexander","Barclay, Robert",-
12 September 1687,-77540,-77540,Drummond Castle,56.202,3.5155,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
12 September 1688,-77174,-77174,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles","Burnet alias, David Lawrence"
13 April 1684,-78787,-78787,Bordeaux,44.840439,-0.5805,Paris,48.5109,2.2034,"Roberson, Amader",Principal of Scots College,-
13 April 1688,-77326,-77326,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo and Innes, Walter","Whyteford, Charles",-
13 August 1680,-80126,-80126,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
13 August 1694,-75013,-75013,Paris,48.5109,2.2034,Paris,48.5109,2.2034,"Wallace, John","Whyteford, Charles",-
13 December 1692,-75621,-75621,Paris,48.5109,2.2034,St Germain,46.912384,2.445217,"Innes, Thomas","Innes, Lewis",-
13 December 1694,-74891,-74891,Rotterdam,51.916667,4.5,Paris,48.5109,2.2034,"Wallace, John","Compigny, Pierre de",Wallace alias J Patersone
13 January 1678,-81069,-81069,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Zambechini, Giuseppe","Leslie, Don Gulielmo",-
13 January 1693,-75590,-75590,Rome,41.5753,12.2708,St Germain,46.912384,2.445217,"Libert, Father A Stephen","Melfort, Lord",-
13 July 1683,-79062,-79062,Paris,48.5109,2.2034,St Quentin,48.617635,3.749137,"Innes, Lewis","Leslie, George",-
13 July 1687,-77601,-77601,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Hay, Andrew","Whyteford, Charles",-
13 July 1688,-77235,-77235,Ratisbone,49.0118,12.0536,Paris,48.5109,2.2034,"Fleming, Abbot Placidus","Whyteford, Charles",-
13 July 1693,-75409,-75409,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Gordon, George, Duke of Gordon/Marquess Huntly and Davidson, Robert and Crichton, Alexander","Leslie, Don Gulielmo",-
13 July 1693,-75409,-75409,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Gordon, George, Duke of Gordon/Marquess Huntly and Davidson, Robert and Crichton, Alexander","Leslie, Father",-
13 July 1694,-75044,-75044,Rome,41.5753,12.2708,St Germain,46.912384,2.445217,"Leslie, Don Gulielmo","Innes, Lewis",-
13 June 1678,-80918,-80918,Glenaladale,56.5259,-5.2513,Paris,48.5109,2.2034,"Leslie, Alexander","Barclay, Robert",-
13 June 1687,-77631,-77631,Subiaco,41.0509,13.0624,Rome,41.5753,12.2708,"Chalmers, Father Athanasius","Leslie, Walter Lorenzo",-
13 June 1688,-77265,-77265,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles","Burnet alias, David Lawrence"
13 June 1689,-76900,-76900,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Whyteford, Charles","Leslie, Don Gulielmo",-
13 March 1680,-80279,-80279,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Jameson, John Paul","Irvine, John",-
13 March 1681,-79914,-79914,St Quentin,48.617635,3.749137,Paris,48.5109,2.2034,"Leslie, George","Innes, Lewis",-
13 March 1684,-78818,-78818,Bourgignon,47.28,6.4845,Paris,48.5109,2.2034,"Ramsay, Curé de Bourgignon","Innes, Lewis",-
13 March 1684,-78818,-78818,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Innes, Walter",-
13 March 1684,-78818,-78818,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
13 March 1684,-78818,-78818,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Jameson, John Paul",-
13 March 1684,-78818,-78818,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis",Strachan,-
13 May 1683,-79123,-79123,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Davidson, Robert","Innes, Lewis",-
13 May 1683,-79123,-79123,Roslin,55.4934,-3.1149,Paris,48.5109,2.2034,"Davidson, Robert","Whyteford, Charles and Innes, Lewis",-
13 May 1687,-77662,-77662,"Gordon Castle, alias Bogue",57.3723,-3.0514,Paris,48.5109,2.2034,"Coan, Cornelius",Talon,-
13 May 1687,-77662,-77662,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
13 May 1688,-77296,-77296,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
13 November 1677,-81130,-81130,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Jameson, John Paul","Burnet, David",-
13 November 1683,-78939,-78939,Paris,48.5109,2.2034,St Quentin,48.617635,3.749137,"Innes, Lewis","Leslie, George",-
13 November 1683,-78939,-78939,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Innes, Father James",-
13 November 1693,-75286,-75286,Bruges,51.216667,3.233333,Rome,41.5753,12.2708,"Sleyne, John Baptist, Bishop of Cork","Leslie, Lorenzo",-
13 November 1694,-74921,-74921,Antwerp,51.216667,4.416667,-,-,-,"Wallace, John",-,Wallace alias J Patersone
13 November 1697,-73825,-73825,Scotland,56.4907,4.2026,Rome,41.5753,12.2708,"Strachan, Robert Francis","Leslie, Don Gulielmo",-
13 October 1665,-85544,-85544,Douai,50.2509,3.1121,Rome,41.5753,12.2708,W.S.,"Talbot, Father Gilbert",-
13 October 1686,-77874,-77874,Paris,48.5109,2.2034,St Quentin,48.617635,3.749137,"Innes, Lewis","Leslie, George",-
13 September 1680,-80095,-80095,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Jameson, John Paul","Innes, Lewis",-
13 September 1680,-80095,-80095,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Nicol, James","Innes, Lewis",-
13 September 1680,-80095,-80095,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Nicol, James","MacDonald, Aeneas",-
13 September 1694,-74982,-74982,Antwerp,51.216667,4.416667,Paris,48.5109,2.2034,"Wallace, John",Murpille,"Wallce alias A Cant; Murpille, merchant"
14 April 1675,-82074,-82074,"Umbria, Monastery of San Domenico, Citta di Castello",43.2715,12.1418,Rome,41.5753,12.2708,"Davidson, Father Joseph OP","Leslie, Don Gulielmo",-
14 April 1682,-79517,-79517,Ratisbone,49.0118,12.0536,Rome,41.5753,12.2708,"Fleming, Abbot Placidus","Leslie, Don Gulielmo",-
14 April 1687,-77691,-77691,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
14 August 1665,-85604,-85604,Naples,40.833333,14.25,Paris,48.5109,2.2034,"Strachan, Father John","MacBrec, Father James",-
14 August 1681,-79760,-79760,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
14 August 1685,-78299,-78299,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Dunbar, Alexander",-
14 August 1687,-77569,-77569,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
